DL1r,AntiKt4EMPFlowJets_BTagging201903,FixedCutBEff_60,B,25.0,0.3,0.520646512508
DL1r,AntiKt4EMPFlowJets_BTagging201903,FixedCutBEff_60,B,25.0,0.9,0.517121732235
DL1r,AntiKt4EMPFlowJets_BTagging201903,FixedCutBEff_60,B,25.0,1.5,0.477054029703
DL1r,AntiKt4EMPFlowJets_BTagging201903,FixedCutBEff_60,B,25.0,2.15,0.396692335606
DL1r,AntiKt4EMPFlowJets_BTagging201903,FixedCutBEff_60,B,35.0,0.3,0.579074561596
DL1r,AntiKt4EMPFlowJets_BTagging201903,FixedCutBEff_60,B,35.0,0.9,0.57719874382
DL1r,AntiKt4EMPFlowJets_BTagging201903,FixedCutBEff_60,B,35.0,1.5,0.53668987751
DL1r,AntiKt4EMPFlowJets_BTagging201903,FixedCutBEff_60,B,35.0,2.15,0.462018966675
DL1r,AntiKt4EMPFlowJets_BTagging201903,FixedCutBEff_60,B,50.0,0.3,0.632833600044
DL1r,AntiKt4EMPFlowJets_BTagging201903,FixedCutBEff_60,B,50.0,0.9,0.631837069988
DL1r,AntiKt4EMPFlowJets_BTagging201903,FixedCutBEff_60,B,50.0,1.5,0.596694052219
DL1r,AntiKt4EMPFlowJets_BTagging201903,FixedCutBEff_60,B,50.0,2.15,0.524875164032
DL1r,AntiKt4EMPFlowJets_BTagging201903,FixedCutBEff_60,B,72.5,0.3,0.659480631351
DL1r,AntiKt4EMPFlowJets_BTagging201903,FixedCutBEff_60,B,72.5,0.9,0.661088049412
DL1r,AntiKt4EMPFlowJets_BTagging201903,FixedCutBEff_60,B,72.5,1.5,0.629263401031
DL1r,AntiKt4EMPFlowJets_BTagging201903,FixedCutBEff_60,B,72.5,2.15,0.558693528175
DL1r,AntiKt4EMPFlowJets_BTagging201903,FixedCutBEff_60,B,97.5,0.3,0.67060482502
DL1r,AntiKt4EMPFlowJets_BTagging201903,FixedCutBEff_60,B,97.5,0.9,0.672202646732
DL1r,AntiKt4EMPFlowJets_BTagging201903,FixedCutBEff_60,B,97.5,1.5,0.641169846058
DL1r,AntiKt4EMPFlowJets_BTagging201903,FixedCutBEff_60,B,97.5,2.15,0.571262478828
DL1r,AntiKt4EMPFlowJets_BTagging201903,FixedCutBEff_60,B,125.0,0.3,0.672727525234
DL1r,AntiKt4EMPFlowJets_BTagging201903,FixedCutBEff_60,B,125.0,0.9,0.674691677094
DL1r,AntiKt4EMPFlowJets_BTagging201903,FixedCutBEff_60,B,125.0,1.5,0.64080709219
DL1r,AntiKt4EMPFlowJets_BTagging201903,FixedCutBEff_60,B,125.0,2.15,0.570346772671
DL1r,AntiKt4EMPFlowJets_BTagging201903,FixedCutBEff_60,B,157.5,0.3,0.668731510639
DL1r,AntiKt4EMPFlowJets_BTagging201903,FixedCutBEff_60,B,157.5,0.9,0.67091345787
DL1r,AntiKt4EMPFlowJets_BTagging201903,FixedCutBEff_60,B,157.5,1.5,0.63339817524
DL1r,AntiKt4EMPFlowJets_BTagging201903,FixedCutBEff_60,B,157.5,2.15,0.558434963226
DL1r,AntiKt4EMPFlowJets_BTagging201903,FixedCutBEff_60,B,212.5,0.3,0.653049528599
DL1r,AntiKt4EMPFlowJets_BTagging201903,FixedCutBEff_60,B,212.5,0.9,0.654208242893
DL1r,AntiKt4EMPFlowJets_BTagging201903,FixedCutBEff_60,B,212.5,1.5,0.610344409943
DL1r,AntiKt4EMPFlowJets_BTagging201903,FixedCutBEff_60,B,212.5,2.15,0.529565870762
DL1r,AntiKt4EMPFlowJets_BTagging201903,FixedCutBEff_60,B,425.0,0.3,0.529050350189
DL1r,AntiKt4EMPFlowJets_BTagging201903,FixedCutBEff_60,B,425.0,0.9,0.523718714714
DL1r,AntiKt4EMPFlowJets_BTagging201903,FixedCutBEff_60,B,425.0,1.5,0.450956076384
DL1r,AntiKt4EMPFlowJets_BTagging201903,FixedCutBEff_60,B,425.0,2.15,0.351785898209
DL1r,AntiKt4EMPFlowJets_BTagging201903,FixedCutBEff_70,B,25.0,0.3,0.640537977219
DL1r,AntiKt4EMPFlowJets_BTagging201903,FixedCutBEff_70,B,25.0,0.9,0.637016654015
DL1r,AntiKt4EMPFlowJets_BTagging201903,FixedCutBEff_70,B,25.0,1.5,0.602187335491
DL1r,AntiKt4EMPFlowJets_BTagging201903,FixedCutBEff_70,B,25.0,2.15,0.521826803684
DL1r,AntiKt4EMPFlowJets_BTagging201903,FixedCutBEff_70,B,35.0,0.3,0.686435103416
DL1r,AntiKt4EMPFlowJets_BTagging201903,FixedCutBEff_70,B,35.0,0.9,0.684607088566
DL1r,AntiKt4EMPFlowJets_BTagging201903,FixedCutBEff_70,B,35.0,1.5,0.65030670166
DL1r,AntiKt4EMPFlowJets_BTagging201903,FixedCutBEff_70,B,35.0,2.15,0.579698741436
DL1r,AntiKt4EMPFlowJets_BTagging201903,FixedCutBEff_70,B,50.0,0.3,0.727037668228
